RT,SERIALNO,DIVISION,SPORDER,PUMA,REGION,ST,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDISP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHICOVP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPERNP,FPINCP,FPOBP,FPOWSP,FPRIVCOVP,FPUBCOVP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80
P,2018HU0273453,9,02,06502,4,06,1013097,100,59,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,90,1,01,2,2,2,2,1,2,2011,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,0,1,,16,0,1,0,0,48000,40,1,1,1,,3,995,999,,2,1,,1,,,1,01,7680,076,019,,,,3,5616,1,,0,3930,,48000,48000,006,501,07100,006,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,339030,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,102,96,29,102,30,94,95,27,102,177,27,27,167,100,95,176,87,173,30,100,106,104,184,99,167,99,99,163,105,27,173,178,29,94,98,29,103,32,30,105,101,112,161,96,171,91,96,170,106,31,177,165,30,103,96,32,111,28,153,105,98,92,28,97,30,105,96,28,101,167,29,32,163,106,96,164,98,173,171
P,2018HU0273464,9,01,03735,4,06,1013097,57,47,4,2004,6,2,2,2,2,2,,,2,1,2,2,,,2,2,2,1,2,2,2,18000,,,,1,5,,,,,,1,4,,,,,,,,,,1,5,2,3,3,0,0,00,0,1,,18,16000,2,0,0,0,40,1,1,2,1970,1,222,999,4,2,,,2,,,1,07,8590,,,1200,,,6,713Z,2,,0,4621,4,16000,34000,313,264,,,2,1,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,399031,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,52,18,16,93,94,16,59,97,17,15,57,58,89,57,58,57,55,89,54,59,57,94,91,16,17,94,55,15,92,94,53,54,16,56,58,61,60,17,56,56,59,90,95,16,15,100,54,14,93,93,57,55,16,57,56,53,58,17,56,58,55,17,16,98,93,16,58,105,18,16,57,56,92,51,56,55,55,98,55,53
P,2018HU0273464,9,02,03735,4,06,1013097,74,56,1,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,15,1,01,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,11,0,1,,16,0,1,0,0,30000,40,1,1,1,,2,925,924,,2,1,,1,,,1,01,9170,081,039,,,,6,813M,1,,0,9130,,30000,30000,006,233,03700,006,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,533030,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,20,22,134,134,22,74,121,23,22,71,68,123,71,69,75,74,129,78,71,80,135,124,22,21,127,73,22,132,120,69,78,23,73,74,70,74,23,69,70,76,118,114,22,21,141,74,20,136,127,72,70,22,75,74,77,75,22,72,69,77,20,21,121,128,22,73,127,21,23,71,78,131,77,79,75,70,129,75,74
P,2018HU0273471,9,01,06502,4,06,1013097,18,68,1,,1,2,2,2,2,2,,2,2,,,2,,,2,2,1,2,2,1,2,30,5,1,01,2,5,,,,,,1,2,0,0,1,0,0,0,0,0,0,3,5,3,3,3,0,0,00,0,1,,19,0,1,0,13800,25000,40,1,1,1,,2,082,032,,2,1,,1,,,1,01,5490,113,073,,,,6,4533,1,,0,4760,,25000,38830,027,328,06500,006,2,1,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,412031,12,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,,1,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,28,18,17,30,19,5,28,28,6,18,17,4,16,4,17,18,18,31,5,18,6,16,18,5,15,28,4,6,28,16,17,25,16,29,18,17,17,29,6,16,5,17,16,6,18,28,4,4,27,17,18,28,18,30,16,17,18,4,31,14,29,17,16,30,17,4,28,32,5,14,18,4,17,6,18,18,18,5
P,2018HU0273490,9,01,07316,4,06,1013097,161,55,4,1988,1,2,2,2,2,2,3,1,2,1,,2,,,2,2,2,2,1,2,2,-2300,20,1,01,1,1,2,2,3,2,2012,1,2,1,1,1,0,0,0,0,0,0,3,5,3,3,3,0,0,00,30000,1,,21,0,1,0,0,120000,40,1,1,1,1983,1,720,999,5,2,1,,1,6201,,1,01,6690,098,055,2920,,,1,517Z,2,,0,5120,,120000,147700,233,501,01100,012,1,2,3,6,45,006,0,1,0,0,1,0,0,0,0,2,2,,,433031,02,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,238,54,82,175,136,159,217,139,46,160,57,62,248,178,253,174,144,180,134,167,316,42,51,222,158,198,278,189,39,148,32,42,276,157,395,121,186,275,158,172,49,306,429,170,132,159,53,148,257,190,247,354,54,167,40,149,175,33,130,148,51,221,233,174,157,177,48,175,239,155,270,222,58,166,68,143,180,44,158,196
P,2018HU0273490,9,02,07316,4,06,1013097,144,39,1,,3,2,2,2,2,2,,,2,1,2,2,,,2,2,2,2,1,2,2,0,,,,1,1,2,2,1,2,2012,1,4,,,,,,,,,,3,5,3,3,3,0,0,01,0,1,,19,0,2,0,0,16000,20,1,3,,,4,999,999,,2,,,2,,,1,01,7860,,,2920,,,1,6111,1,,0,2545,4,16000,16000,006,501,,,1,2,1,6,45,006,0,1,0,0,1,0,0,0,0,,,,,259040,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,,1,,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,247,46,54,156,138,151,199,131,38,141,43,43,248,159,200,137,139,199,137,159,266,36,38,153,138,169,243,157,38,152,35,44,229,132,274,129,179,269,157,158,43,228,289,142,134,140,49,158,243,159,242,242,44,133,38,147,147,39,145,138,51,197,242,168,130,133,39,161,256,131,226,241,47,150,40,118,137,38,144,136
P,2018HU0273501,9,01,03711,4,06,1013097,58,55,1,,6,2,2,2,2,2,,,2,,,2,,,2,2,2,1,2,2,2,0,141,2,01,2,1,2,2,1,2,1985,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,19,20000,1,0,0,0,50,1,1,1,,1,087,999,,2,2,,1,,,1,01,3390,124,055,,,,1,334M2,1,,0,0440,,20000,20000,006,103,03700,006,2,1,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,1191XX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,57,67,62,95,62,18,59,18,17,95,61,94,58,58,92,51,92,18,59,100,61,54,53,18,61,88,59,108,93,18,63,17,65,53,16,59,18,97,66,18,58,57,60,98,56,18,61,17,17,99,61,98,53,62,94,60,99,15,59,97,54,53,62,18,60,100,60,89,100,19,53,19,55,59,18,60,16,94,71
P,2018HU0273501,9,02,03711,4,06,1013097,59,55,1,,,2,2,2,2,1,,,2,,,2,,,2,2,2,1,2,2,2,0,,,,2,1,2,2,1,2,1985,1,4,,,,,,,,,,2,5,2,2,3,0,0,01,0,1,,16,0,2,0,0,0,,3,,2,,1,142,999,,1,,,6,,,1,01,,,,,,,1,,1,,0,,4,0,0,006,103,,,2,1,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57,62,59,91,58,18,55,19,17,97,62,101,59,57,99,52,89,18,60,97,59,54,53,17,63,93,56,109,101,17,62,16,63,53,15,60,16,96,62,18,54,53,60,96,58,18,62,16,17,97,58,102,52,57,106,64,105,17,58,94,59,53,61,19,56,94,60,93,105,17,53,17,57,56,19,58,15,92,63
P,2018HU0273501,9,03,03711,4,06,1013097,83,30,1,,6,2,2,2,2,2,,,2,,,2,,,2,2,2,1,2,2,2,0,141,2,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,0,1,,20,300,1,0,0,0,5,1,6,1,,2,142,087,,2,2,,1,,,1,01,3390,124,055,,,,6,334M2,1,,0,7720,,300,300,006,103,03700,006,2,1,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,512020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,80,84,93,124,87,23,81,27,25,145,93,132,76,76,135,83,163,24,77,142,83,83,77,22,97,116,95,130,135,25,88,22,87,91,20,97,26,127,92,28,72,73,96,147,89,28,83,27,25,133,79,145,76,79,135,90,130,22,82,139,77,80,85,28,78,151,95,117,130,23,73,29,97,82,25,74,22,132,97
P,2018HU0276231,9,01,08702,4,06,1013097,68,66,1,,6,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,5,1,01,2,1,2,2,1,2,1980,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,21,35000,1,0,0,0,45,1,1,1,,2,431,088,,2,1,,1,6000,,1,01,6991,083,043,,,,1,5241,1,,0,4810,,35000,35000,008,501,08700,006,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,2,2,,,413021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,62,94,58,121,74,77,126,67,19,121,129,20,52,68,19,70,20,65,19,59,71,112,75,114,65,78,126,73,26,120,131,23,50,53,19,68,24,79,117,70,66,24,71,19,70,60,20,58,104,21,19,112,78,68,103,63,112,72,123,67,67,22,75,20,68,75,21,60,117,19,20,117,74,66,102,76,114,67,20
P,2018HU0276231,9,02,08702,4,06,1013097,68,57,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,60,1,01,2,1,2,2,1,2,1980,1,4,,,,,,,,,,3,5,3,3,3,0,0,01,0,1,,20,0,2,0,0,80000,50,1,1,1,,2,098,022,,2,1,,1,,,1,01,3390,088,037,,,,1,334M2,1,,0,2145,4,80000,80000,017,501,08500,006,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,232011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,65,94,61,124,78,84,125,67,20,126,132,19,61,75,21,71,21,66,20,71,75,110,75,130,68,73,117,75,25,108,130,23,55,60,20,68,24,79,119,83,69,23,64,21,70,72,17,54,106,21,18,113,81,73,111,69,107,78,143,74,73,23,68,21,69,68,24,55,119,21,22,123,72,66,95,78,120,65,18
P,2018HU0276245,9,01,03746,4,06,1013097,180,33,5,,6,2,2,1,2,2,,,2,3,,2,,,2,2,2,2,2,2,2,0,90,2,01,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,12,19200,1,0,0,0,35,1,4,1,2002,1,210,999,7,1,2,,1,,,2,02,0770,088,031,1200,03700,006,6,23,2,,0,6410,,19200,19200,303,111,05900,006,2,2,1,8,67,015,0,0,0,0,1,0,1,0,0,,,,,472140,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,320,188,183,172,53,54,168,53,289,51,340,216,293,250,167,188,220,203,188,314,167,55,311,300,200,212,48,169,168,169,175,45,134,225,330,261,53,60,167,54,176,344,52,62,193,185,286,174,187,150,170,314,176,223,64,53,307,269,253,210,55,182,172,169,331,286,169,311,53,275,56,237,56,43,168,203,169,153,48
P,2018HU0276245,9,02,03746,4,06,1013097,162,7,1,,,2,2,2,,2,,,2,2,,,,,1,2,2,2,2,2,2,,,,,1,5,,,,,,3,,,,,,,,,,,,,,,,,,04,,2,04,04,,2,,,,,,,,,1,226,999,,2,,5,,,,1,11,,,,1200,03700,006,,,1,6,1,,,,,006,111,,,1,2,4,8,67,015,0,0,0,0,1,0,1,0,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,295,154,164,167,45,45,161,47,267,50,282,174,265,247,147,166,187,168,164,282,161,42,272,254,152,175,50,168,151,162,162,44,141,187,302,241,48,52,162,39,160,306,40,55,166,166,302,166,157,159,175,270,160,182,56,52,250,253,278,180,50,174,155,152,269,273,149,276,49,266,42,183,52,36,134,190,147,154,44
P,2018HU0276245,9,03,03746,4,06,1013097,131,34,4,1998,1,2,2,2,2,2,,,2,2,2,2,,,1,2,2,2,2,2,2,0,,,,1,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0,0,13,0,1,,16,0,2,0,0,17600,25,1,3,2,1986,1,226,999,5,2,,,6,,,1,11,7970,,,1200,03700,006,6,6211,2,,0,5400,4,17600,17600,312,135,,,1,2,3,8,67,015,0,0,0,0,1,0,1,0,0,,,,,434171,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,236,114,116,135,41,36,125,36,211,44,241,156,220,204,132,135,149,132,146,202,133,35,221,222,139,133,39,135,136,138,127,36,113,160,256,168,40,46,136,32,127,264,38,45,134,136,223,123,137,131,117,215,154,136,40,40,205,216,209,152,41,128,118,118,226,214,125,214,39,213,38,162,42,32,125,169,125,109,36
P,2018HU0276251,9,01,06701,4,06,1013097,37,73,1,,,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,19,0,1,0,0,0,,3,,,,4,999,999,,2,,,6,,,1,01,,,,,,,6,,1,,0,,,0,0,006,0,,,1,2,3,9,68,017,1,0,0,0,2,0,0,1,0,,,,,,,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,10,74,59,14,52,74,11,10,47,55,75,64,34,40,38,62,36,32,13,32,64,14,10,49,35,8,83,52,30,55,13,32,28,40,39,12,33,29,61,46,11,51,75,9,32,65,9,10,33,29,50,32,41,36,32,60,47,38,10,43,61,14,18,70,29,10,51,105,45,34,13,39,37,36,30,12,41,42,53,30
P,2018HU0276256,9,01,03720,4,06,1013097,50,66,4,1968,1,2,1,1,2,2,,,2,4,,2,,,2,1,1,2,2,2,2,0,,,,1,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,00,0,1,,19,0,2,0,14400,0,,2,,2,1964,2,032,224,3,1,,,6,,,1,06,8191,,,1200,,,6,622M,2,,0,3300,4,0,14400,311,120,,,1,1,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,292010,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,43,91,62,89,14,12,52,54,42,116,53,13,50,12,13,92,47,89,56,54,55,83,49,81,18,18,56,48,65,65,56,18,49,14,16,90,46,81,60,55,51,16,60,25,87,74,54,52,51,17,52,77,50,70,75,20,54,17,42,56,51,13,46,12,93,83,48,47,48,12,56,112,51,96,101,13,45,14,45
P,2018HU0276260,9,01,07314,4,06,1013097,110,46,4,1990,4,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,50,1,01,2,1,2,2,2,2,2009,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,2,15,18,0,2,0,0,150000,50,1,1,1,1996,4,999,999,6,2,1,,1,,,1,02,9480,089,040,,,,1,923,2,,0,0565,2,150000,150000,303,501,07300,006,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,131041,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,120,113,33,132,127,170,34,184,184,101,108,30,37,198,105,115,110,178,184,105,119,112,177,110,111,35,185,35,29,109,116,184,174,29,125,96,125,36,32,123,111,95,31,111,115,168,33,202,173,105,108,32,37,204,117,112,117,196,202,121,120,124,169,106,107,32,190,42,30,93,108,178,176,30,112,97,123,35,31
P,2018HU0276260,9,02,07314,4,06,1013097,106,57,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,15,1,01,2,1,2,2,2,2,2009,1,4,,,,,,,,,,3,5,3,3,3,0,0,01,0,1,,21,0,1,0,0,150000,50,1,1,1,,4,999,999,,2,1,,1,5506,,1,01,0770,073,031,,,,1,23,1,,0,1935,,150000,150000,026,501,07300,006,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,1,2,,,1940XX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,115,112,30,121,105,168,32,184,184,104,103,33,29,160,97,115,106,167,174,100,103,106,175,96,102,34,174,31,31,104,104,165,171,31,110,102,109,32,31,123,106,97,32,103,112,190,30,180,161,111,95,29,33,185,108,97,97,170,186,96,108,117,179,97,99,30,163,32,30,100,102,169,176,29,120,111,110,35,32
P,2018HU0276260,9,03,07314,4,06,1013097,133,22,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,35,1,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,0,1,,16,0,1,0,0,10000,25,1,1,1,,4,999,999,,2,1,,1,,,1,02,8290,119,073,,,,6,623M,1,,0,4130,,10000,10000,006,501,07300,006,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,359011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,132,143,143,38,137,153,225,44,228,208,144,144,40,37,200,131,141,127,199,212,121,143,139,250,121,152,41,214,45,41,126,141,212,214,43,146,122,139,41,38,146,134,136,37,132,140,240,39,252,226,142,134,41,40,256,138,120,129,226,240,120,167,140,218,134,142,42,224,48,41,114,157,199,198,40,150,126,122,34,40
P,2018HU0276260,9,04,07314,4,06,1013097,99,16,1,,,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0,0,04,0,2,13,14,0,2,0,0,0,,3,,2,,4,999,999,,2,,1,6,,,1,01,,,,,,,6,,1,3,1,,4,0,0,006,501,,,1,2,2,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,96,112,35,99,95,158,29,161,171,106,104,31,27,166,103,102,97,143,169,95,97,107,142,96,88,32,162,31,32,101,101,153,158,31,97,116,101,32,35,113,107,89,27,101,99,170,35,161,161,97,87,28,36,161,95,100,90,178,144,87,103,94,174,98,105,31,171,39,30,97,109,187,164,30,104,81,101,32,34
P,2018HU0276260,9,05,07314,4,06,1013097,181,68,4,1997,,2,2,2,2,2,,,2,,,1,,2,1,2,1,1,2,2,2,0,,,,2,3,2,2,2,2,1996,1,4,,,,,,,,,,2,5,2,3,3,0,0,06,0,1,,12,0,2,7700,0,0,,3,,2,1975,4,999,999,4,2,,,6,,,1,02,,,,,,,4,,2,,0,,4,0,7700,303,501,,,1,1,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,162,214,169,57,204,175,321,52,291,307,202,181,48,50,313,176,173,199,301,258,189,180,179,298,176,161,54,278,57,62,180,167,349,279,52,190,193,178,55,62,219,164,197,52,172,157,305,62,287,314,181,153,62,53,310,173,166,159,258,311,180,207,180,315,175,176,63,310,59,57,177,188,238,270,68,194,162,181,53,61
P,2018HU0276260,9,06,07314,4,06,1013097,149,58,1,,,1,2,2,1,1,,,2,,,2,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,10,0,1,,18,0,1,0,12200,0,,3,,2,,4,999,999,,1,,,6,,,1,01,,,,,,,6,,1,,0,,,0,12200,026,501,,,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,131,162,147,44,161,156,250,48,271,261,155,156,48,42,219,138,147,167,236,231,154,145,149,257,135,136,48,216,40,47,159,153,233,244,44,159,153,159,47,45,175,143,141,49,143,159,251,47,249,217,151,130,43,48,250,150,126,142,236,258,132,166,166,247,139,143,45,234,49,46,149,148,230,242,47,177,160,151,50,48
